id,nombres,apellidos,fechaNacimiento,municipio_id_nacimiento,profesion_id,genero_id,fecha_fallecimiento,perfil_educativo,grado_estudio_id,activo,usercreated,usermodifed,created_at,updated_at
284,Wilmer Ramon,Daza Ariza,1972-10-12,57,NA,1,NA,NA,1,1,NA,NA,2010-01-11 14:32:00,2018-02-23 18:43:00
285,Olano,Portela Rodriguez,NA,13,174,1,NA,NA,4,1,NA,NA,2010-01-11 14:43:00,2021-03-18 21:08:00
286,Camilo,De Guzman Uribe,1983-02-12,4,185,1,NA,NA,NA,1,NA,NA,2010-01-11 16:03:00,2018-02-09 18:39:00
287,William,Garcia Fayad,NA,NA,NA,1,NA,NA,16,1,NA,NA,2010-01-11 18:10:00,2018-01-22 16:47:00
288,Carlos Alberto,Baena Lopez,1968-11-12,147,174,1,NA,NA,5,1,NA,NA,2010-01-11 22:16:00,2021-03-17 18:36:00
289,Juan,Hurtado Cano,1952-07-12,62,174,1,NA,NA,16,1,NA,NA,2010-01-11 22:40:00,2021-03-09 19:18:00
290,Olga Lucia,Suarez Mira,1964-11-14,52,174,2,NA,NA,5,1,NA,NA,2010-01-11 22:55:00,2021-03-17 22:26:00
291,Gustavo,Bustamante Moratto,1954-05-07,196,174,1,NA,NA,11,1,NA,NA,2010-01-12 00:59:00,2014-07-18 10:03:00
292,Armando,Vanegas Garzon,1968-10-04,4,209,1,NA,NA,NA,1,NA,NA,2010-01-12 03:01:00,2018-01-19 20:40:00
294,Manuel Tomas,Sarabia Cassiani,NA,5,174,1,NA,NA,16,1,NA,NA,2010-01-12 18:23:00,2018-01-29 15:52:00
295,Andres Felipe,Villamizar Ortiz,1979-02-01,4,196,1,NA,NA,5,1,NA,NA,2010-01-12 19:25:00,2021-02-21 16:15:00
296,Pedro Vicente,Obando Ordoñez,NA,220,184,1,NA,NA,11,1,NA,NA,2010-01-13 20:50:00,2021-03-18 07:54:00
297,Rodrigo,Villalba Mosquera,1951-09-02,10,174,1,NA,NA,4,1,NA,NA,2010-01-14 21:32:00,2021-03-05 01:44:00
302,Myriam,Abadia Campo,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-14 00:05:00
303,Carlos Eduardo,Acosta Lozano,1970-05-05,4,180,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-19 14:45:00
304,Amilkar David,Acosta Medina,NA,299,185,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-08 12:13:00
306,Jesus Octavio,Acosta Sanchez,NA,NA,193,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-06 02:21:00
307,Carlos Ivan,Adrada Aguilar,NA,379,174,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-19 21:13:00
308,German,Agudelo Gomez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-17 14:01:00
309,German Antonio,Aguirre Muñoz,NA,100,193,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-09 05:38:00
310,Carlos Salvador,Albornoz Guerrero,1956-07-23,4,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-18 18:55:00
311,Manuel Salvador,Alsina Carrascal,NA,NA,185,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-11 14:14:00
312,Juan De Dios,Alfonso Garcia,1951-06-23,300,175,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-18 13:03:00
313,Luis Fernando,Almario Rojas,1956-04-09,47,193,1,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2021-03-10 22:00:00
314,Lorenzo,Almendra Velasco,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-06 00:20:00
315,Luis Jose,Alvarez Amaris,NA,377,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-11-21 04:50:00
316,Mario De Jesus,Alvarez Celis,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-22 07:21:00
317,Tania,Alvarez Hoyos,1965-01-28,267,174,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-19 00:12:00
318,Javier Tato,Álvarez Montenegro,1969-01-01,154,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-18 21:17:00
319,Nestor,Alvarez Segura,1939-12-19,146,180,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-17 18:10:00
320,Gustavo,Amado Lopez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-04 20:07:00
322,Rafael Francisco,Amador Campos,1948-01-14,276,174,1,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2021-02-14 16:23:00
323,Armando,Amaya Alvarez,1952-07-17,166,193,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-02-03 10:21:00
324,Jaime Alejandro,Amin Hernandez,NA,19,174,1,NA,NA,4,1,NA,NA,2010-01-17 17:16:00,2021-03-12 13:57:00
325,Jose Gabriel,Amin Manzur,NA,116,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2020-12-10 07:16:00
326,Jorge Eliecer,Anaya Hernandez,1939-01-01,41,184,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-12 23:31:00
327,Jose Aristides,Andrade,1948-02-06,198,193,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-09 15:34:00
329,Alfonso,Angarita Baracaldo,2026-10-22,216,174,1,NA,NA,4,1,NA,NA,2010-01-17 17:16:00,2021-03-08 17:45:00
330,Carlos Arturo,Angel Arango,1943-01-01,11,193,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-16 10:58:00
331,Enrique Emilio,Angel Barco,1956-02-12,12,185,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-01-07 05:34:00
332,Carlos,Uribe Angel Cely,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-08 05:23:00
333,Jhony,Aparicio Ramirez,NA,241,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-13 19:02:00
334,Yamil,Arana Gechen,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-06 14:31:00
336,Jose Hector,Arango Angel,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-18 06:01:00
337,Elber,Arango Correa,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-09 09:48:00
338,Eduardo Jose,Arango Piñeres,1931-01-01,17,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-02-18 17:40:00
339,Alvaro,Araujo Castro,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-19 07:02:00
340,Jose Ignacio,Arboleda Arboleda,NA,NA,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-02-26 20:07:00
341,Oscar Alberto,Arboleda Palacio,1943-09-17,108,174,1,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2021-03-15 23:46:00
342,Rafael Alvin,Archbold Joseph,NA,91,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-01-08 04:18:00
343,Jose Luis,Arcila Cordoba,NA,1,174,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-09 03:34:00
344,Carlos,Ardila Ballesteros,1953-01-01,2,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-04 03:05:00
345,Pablo,Ardila Sierra,1969-05-20,4,185,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-09 05:17:00
346,Pedro Jose,Arenas Garcia,1971-02-01,268,196,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-01-23 20:23:00
348,Miguel De Jesus,Arenas Prada,1951-06-17,263,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-09 19:22:00
349,Rocio,Arias Hoyos,NA,269,181,2,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-17 02:57:00
350,Jose Dolores,Aristizabal Jaramillo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-12-29 19:48:00
351,Dario,Ariza Londoño,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-25 03:06:00
352,Anibal Jose,Ariza Orozco,NA,NA,NA,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-16 16:45:00
354,Alexander,Ariza Puentes,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-11-23 14:49:00
355,Maria Teresa,Arizabaleta De Garcia,NA,NA,177,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-17 05:02:00
356,Jose Amado,Aramendiz Gomez,NA,NA,180,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-21 05:56:00
357,Edgar,Artunduaga Sanchez,1953-10-23,258,181,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-08 04:14:00
359,Teodolindo,Avendaño,1935-05-01,371,NA,1,NA,NA,1,1,NA,NA,2010-01-17 17:16:00,2021-03-17 00:31:00
360,Pompilio De Jesus,Avendaño Lopera,1959-01-01,236,182,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-18 03:47:00
361,Manuel Dario,Avila Peralta,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-07 00:43:00
362,Jaime Alberto,Avila Tovar,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-19 11:19:00
363,Alvaro,Ayala Lindarte,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-14 08:45:00
364,Bibiana,Bacci Garcia,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-11 07:52:00
365,Nicolas,Badran Castro,NA,321,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-14 03:01:00
366,Omar Armando,Baquero Soler,1952-04-15,270,193,1,NA,NA,5,1,NA,NA,2010-01-17 17:16:00,2021-03-17 00:05:00
367,Henry,Barbosa Rincon,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-17 12:45:00
368,Victor Renan,Barco Lopez,2028-04-29,203,185,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-01-25 18:40:00
369,Carlos Hernan,Barragan Lozada,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-04 23:21:00
370,Jorge Carlos,Barraza Farak,NA,121,174,1,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2021-03-09 06:06:00
371,Pedro Pablo,Barraza Mercado,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-16 23:40:00
374,Juana Yolanda,Bazan Achury,1961-06-06,4,174,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-06 19:48:00
375,Antonio Jose,Bello Mendoza,NA,164,180,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-13 19:14:00
376,Tirso,Beltran Ariza,NA,NA,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-17 16:35:00
377,Orlando,Beltran Cuellar,1957-12-15,76,193,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-10 16:18:00
378,Jaime Alonso,Beltran Ospitia,NA,NA,227,1,NA,NA,12,1,NA,NA,2010-01-17 17:16:00,2020-11-26 02:09:00
379,Alberto Hernando,Benavides Fuertes,NA,NA,174,1,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2021-02-11 16:48:00
382,Muriel De Jesus,Benitorebollo Balseiro,NA,271,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-26 15:58:00
383,Octavio,Benjumea Acosta,1968-08-20,272,222,1,NA,NA,8,1,NA,NA,2010-01-17 17:16:00,2021-02-18 15:20:00
387,Manuel De Jesus,Berrio Torres,1949-10-29,101,180,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-11 03:28:00
388,Ingrid,Betancourt Pulecio,1961-12-25,4,196,2,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2020-11-27 15:48:00
389,Carlos Arturo,Blanco Baquero,1953-02-02,4,185,1,NA,NA,12,1,NA,NA,2010-01-17 17:16:00,2021-02-24 21:13:00
390,Vicente,Blel Saad,1950-12-17,296,180,1,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2021-03-13 21:06:00
391,Claudia,Blum De Barberi,1948-08-09,1,197,2,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2021-03-18 04:46:00
392,Adriano,Bohorquez,NA,92,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2019-12-16 22:12:00
393,Jesus Hermes,Bolaños Cruz,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-10 06:04:00
394,Juan Bautista,Bonilla Gonzalez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-12-25 23:45:00
396,Guillermo,Botero Mejia,NA,NA,193,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-14 13:53:00
397,Jaime,Bravo Motta,1957-06-21,295,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-06 16:13:00
398,Oscar Fernando,Bravo Realpe,1952-08-02,192,174,1,NA,NA,4,1,NA,NA,2010-01-17 17:16:00,2021-03-18 09:09:00
399,Humberto De Jesus,Builes Correa,NA,294,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-07 10:37:00
400,Victor Manuel,Buitrago Gomez,1950-07-28,319,193,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-11 12:55:00
401,Alba Stella,Buitrago Perez,NA,11,NA,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-25 10:58:00
402,Otto,Bula Bula,NA,68,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-17 19:31:00
403,Janit Antonia,Bula Oviedo,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-09 20:54:00
404,Luis Edgar,Calderon Tovar,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-11-11 15:42:00
405,Ramiro,Calle Cadavid,NA,NA,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-02-12 16:19:00
406,Jose Rafael,Camacho Bautista,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-19 19:53:00
407,Roberto,Camacho Weverberg,1951-04-18,4,174,1,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2021-03-08 02:01:00
408,Gabriel,Camargo Salamanca,1942-05-23,232,193,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-02-02 13:09:00
409,Alfonso Antonio,Campo Escobar,1968-01-01,74,174,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-20 06:23:00
411,Gerardo De Jesus,Cañas Jimenez,1964-01-01,324,174,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-15 13:21:00
412,Eciebel Antonio,Cano Garcia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-14 02:04:00
413,Francisco Elias,Cañon Jimenez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-24 20:11:00
414,Francisco,Canossa Guerrero,NA,4,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-12 01:13:00
415,Justo,Capera Caicedo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-07 14:52:00
416,Jorge,Carcamo Alvarez,1965-11-26,19,174,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-12-13 11:53:00
417,Nestor Jaime,Cardenas Jimenez,NA,262,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-18 19:14:00
418,Efren De Jesus,Cardona Rojas,NA,325,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-09 21:11:00
419,Octavio,Carmona Salazar,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-27 19:50:00
420,Antonio Jose,Caro Castillo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-23 02:34:00
421,Margarita Rosa,Caro De Peralta,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-25 02:09:00
422,Irma Edilsa,Caro De Pulido,1950-01-01,326,201,2,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-17 00:43:00
423,Manuel Jose,Caroprese Mendez,1957-04-15,83,174,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-18 20:12:00
424,Ancizar,Carrillo Reyes,1954-10-03,146,175,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-31 04:48:00
425,Idayris Yolima,Carrillo Perez,NA,30,174,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-11 21:22:00
426,Jeremias,Carrillo Reina,NA,4,180,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-14 15:59:00
428,Humberto,Carrillo Torres,NA,NA,174,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-17 19:17:00
429,Jesus Angel,Carrizosa Franco,1948-09-27,293,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-02 03:09:00
430,Jose Arlen,Carvajal Murillo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-13 07:45:00
431,Hernando,Carvalho Quigua,1960-09-17,4,193,1,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2021-01-26 08:17:00
432,Luis Javier,Castaño Ochoa,NA,327,174,1,NA,NA,11,1,NA,NA,2010-01-17 17:16:00,2021-03-18 06:00:00
433,Cesar Gerardo,Castellanos Dominguez,NA,NA,204,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-25 14:35:00
434,Hernando,Castillo Mendoza,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-08-01 20:56:00
435,Juan Ignacio,Castrillon Roldan,1953-01-01,52,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-19 20:34:00
436,Jose Gabriel,Castro Vargas,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-12-29 20:52:00
441,Sandra Rocio,Ceballos Arevalo,1964-01-04,4,174,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-02 17:54:00
444,Isabel,Celis Yañez,1962-01-01,6,180,2,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-19 01:21:00
446,Jimmy,Chamorro Cruz,1963-12-07,7,189,1,NA,NA,5,1,NA,NA,2010-01-17 17:16:00,2021-02-28 12:20:00
447,Fuad Ricardo,Char Abdala,1937-10-05,44,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-17 02:29:00
448,David,Char Navas,NA,5,175,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-19 00:26:00
449,Juan Jose,Chaux Mosquera,1957-09-06,8,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-19 19:19:00
451,Guillermo,Chavez Cristancho,1957-01-21,187,174,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-17 02:30:00
452,Jose Ovidio,Claros Polanco,1957-07-27,4,174,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-11 04:20:00
453,Orlando Alfonso,Clavijo Clavijo,1963-01-01,255,174,1,NA,NA,4,1,NA,NA,2010-01-17 17:16:00,2021-03-15 16:29:00
454,Arcangel,Clavijo Valencia,1950-06-07,266,174,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-19 03:39:00
455,Carlos Arturo,Clavijo Vargas,NA,292,193,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-12 09:55:00
456,Angela Victoria,Cogollos Amaya,NA,4,NA,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-12-14 01:56:00
457,Luis Alfredo,Colmenares Chia,NA,6,195,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-12 20:18:00
460,Jorge Eusebio,Consuegra Bolivar,NA,NA,180,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-19 11:31:00
461,Luis Fernando,Contreras Romero,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-18 22:54:00
462,Jorge Eliecer,Coral Rivas,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-20 21:38:00
463,Jairo,Coral Romo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-21 23:04:00
464,Francisco Wilson,Cordoba Lopez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-19 07:24:00
465,Dario,Cordoba Rincon,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-18 22:23:00
467,Ivan Eduardo,Correa Calderon,NA,NA,193,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-04 16:39:00
468,Luis Fernando,Correa Gonzalez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-17 19:20:00
469,Juan Manuel,Corredor Fonseca,NA,NA,180,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-01-07 02:33:00
470,Victor Gonzalo,Corredor Sanabria,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-17 04:46:00
471,Carlos Eduardo,Corsi Otalora,1936-04-07,232,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-03 21:25:00
472,Jaime,Corzo Duran,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-11-28 07:36:00
474,Edgar,Cote Gravino,1939-01-01,198,177,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-02-13 16:24:00
475,Micael Segundo,Cotes Mejia,1939-02-06,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-10 10:21:00
476,Jairo Alonso,Coy Torres,NA,250,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-16 20:00:00
478,Libardo De Jesus,Cruz Romero,NA,328,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-20 13:15:00
480,William David,Cubides Rojas,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-15 11:49:00
481,Jose Jairo,Cuellar Devia,NA,137,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-01 19:24:00
482,Alfredo Ape,Cuello Baute,1973-07-23,57,175,1,NA,NA,5,1,NA,NA,2010-01-17 17:16:00,2021-03-18 23:14:00
483,Alfredo,Cuello Davila,NA,143,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-04 23:58:00
484,Bladimiro Nicolas,Cuello Daza,NA,227,180,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-13 01:49:00
485,Carlos Ignacio,Cuervo Valencia,1963-11-30,12,180,1,NA,NA,4,1,NA,NA,2010-01-17 17:16:00,2021-03-10 16:31:00
486,Plinio Humberto,Dpaola Cuello,NA,281,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-09 20:44:00
487,Marta Catalina,Daniels Guzman,1952-09-24,276,174,2,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-01-19 23:30:00
488,Rodrigo Alberto,Daza Cardenas,NA,207,180,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2020-12-05 23:27:00
489,Francisco Javier,Daza Tovar,NA,NA,193,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2020-11-28 19:30:00
490,Miguel Alfonso,De La Espriella Burgos,1964-05-10,68,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-12 17:13:00
491,Jhonny Eduardo,De La Ossa Beleño,1959-04-21,5,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-12 03:55:00
492,Enrique Juvenal,De Los Rios Herrera,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-02-23 14:43:00
493,Jorge Ubeimar,Delgado Blandon,1952-10-15,67,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-16 07:31:00
494,Luis Carlos,Delgado Peñon,NA,11,NA,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-02-07 07:13:00
497,Manuel Antonio,Diaz Jimeno,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-01 22:29:00
498,Ivan,Diaz Mateus,1962-10-12,65,182,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-10 13:08:00
499,Alvaro,Diaz Ramirez,NA,1,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-01 22:46:00
500,Franklin Alberto,Donado Buelvas,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-17 04:13:00
501,Antonio Floriberto,Dorado Ojeda,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-07 02:49:00
502,Jesus Enrique,Doval Urango,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-12 00:29:00
503,Jose Domingo,Duarte Becerra,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2020-12-29 21:04:00
504,Maria Stella,Duque Galvez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-07 03:06:00
505,Luis Fernando,Duque Garcia,1952-07-22,12,185,1,NA,NA,5,1,NA,NA,2010-01-17 17:16:00,2021-03-13 06:51:00
506,Jose Gustavo,Duque Gomez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-03-15 22:45:00
507,Jaime Enrique,Durán Barrera,1960-08-03,9,174,1,NA,NA,4,1,NA,NA,2010-01-17 17:16:00,2021-03-15 08:07:00
508,Antenor,Duran Carrillo,1951-12-23,73,174,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-02-25 04:31:00
509,Consuelo,Duran De Mustafa,1952-03-14,28,197,2,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-11 18:13:00
510,Miguel Angel,Duran Gelvis,NA,273,NA,1,NA,NA,NA,1,NA,NA,2010-01-17 17:16:00,2021-01-09 03:07:00
511,Jaime,Dussan Calderon,1951-12-19,64,184,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-05 00:41:00
512,Luis Enrique,Dussan Lopez,1966-10-20,63,193,1,NA,NA,16,1,NA,NA,2010-01-17 17:16:00,2021-03-19 17:52:00
